1	0	0
0	1	0
0	0	1
-1	6.12324e-17	0
-1.22465e-16	-1	0
0	0	-1
0.0825919	0	0.9965835
0.16460555	0	0.9863595
0.245494825	0	0.96939775
0.32470725	0	0.9458145
0.4017015	0	0.91577075
0.475952	0	0.87947125
0.54695125	0	0.8371645
0.6142145	0	0.789139
0.677282	0	0.73572325
0.7357235	0	0.677282
0.789139	0	0.6142145
0.8371645	0	0.54695125
0.87947125	0	0.475952
0.91577075	0	0.4017015
0.94581475	0	0.32470725
0.969398	0	0.245494825
0.98635925	0	0.16460555
0.9965835	0	0.082591925
0.9965835	0.0825919	0
0.9863595	0.16460555	0
0.96939775	0.245494825	0
0.9458145	0.32470725	0
0.91577075	0.4017015	0
0.87947125	0.475952	0
0.8371645	0.54695125	0
0.789139	0.6142145	0
0.73572325	0.677282	0
0.677282	0.7357235	0
0.6142145	0.789139	0
0.54695125	0.8371645	0
0.475952	0.87947125	0
0.4017015	0.91577075	0
0.32470725	0.94581475	0
0.245494825	0.969398	0
0.16460555	0.98635925	0
0.082591925	0.9965835	0
0	0.9965835	0.0825919
0	0.9863595	0.16460555
0	0.96939775	0.245494825
0	0.9458145	0.32470725
0	0.91577075	0.4017015
0	0.87947125	0.475952
0	0.8371645	0.54695125
0	0.789139	0.6142145
0	0.73572325	0.677282
0	0.677282	0.7357235
0	0.6142145	0.789139
0	0.54695125	0.8371645
0	0.475952	0.87947125
0	0.4017015	0.91577075
0	0.32470725	0.94581475
0	0.245494825	0.969398
0	0.16460555	0.98635925
0	0.082591925	0.9965835
-0.0825919	0.9965835	0
-0.16460555	0.9863595	0
-0.245494825	0.96939775	0
-0.32470725	0.9458145	0
-0.4017015	0.91577075	0
-0.475952	0.87947125	0
-0.54695125	0.8371645	0
-0.6142145	0.789139	0
-0.677282	0.73572325	0
-0.7357235	0.677282	0
-0.789139	0.6142145	0
-0.8371645	0.54695125	0
-0.87947125	0.475952	0
-0.91577075	0.4017015	0
-0.94581475	0.32470725	0
-0.969398	0.245494825	0
-0.98635925	0.16460555	0
-0.9965835	0.082591925	0
-0.9965835	6.10231e-17	0.0825919
-0.9863595	6.03971e-17	0.16460555
-0.96939775	5.93585e-17	0.245494825
-0.9458145	5.79144e-17	0.32470725
-0.91577075	5.60748e-17	0.4017015
-0.87947125	5.38521e-17	0.475952
-0.8371645	5.12616e-17	0.54695125
-0.789139	4.83208e-17	0.6142145
-0.73572325	4.50501e-17	0.677282
-0.677282	4.14716e-17	0.7357235
-0.6142145	3.76098e-17	0.789139
-0.54695125	3.34911e-17	0.8371645
-0.475952	2.91437e-17	0.87947125
-0.4017015	2.45971e-17	0.91577075
-0.32470725	1.98826e-17	0.94581475
-0.245494825	1.50322e-17	0.969398
-0.16460555	1.00792e-17	0.98635925
-0.082591925	5.0573e-18	0.9965835
-0.9965835	-0.0825919	0
-0.9863595	-0.16460555	0
-0.96939775	-0.245494825	0
-0.9458145	-0.32470725	0
-0.91577075	-0.4017015	0
-0.87947125	-0.475952	0
-0.8371645	-0.54695125	0
-0.789139	-0.6142145	0
-0.73572325	-0.677282	0
-0.677282	-0.7357235	0
-0.6142145	-0.789139	0
-0.54695125	-0.8371645	0
-0.475952	-0.87947125	0
-0.4017015	-0.91577075	0
-0.32470725	-0.94581475	0
-0.245494825	-0.969398	0
-0.16460555	-0.98635925	0
-0.082591925	-0.9965835	0
-1.22046e-16	-0.9965835	0.0825919
-1.20794e-16	-0.9863595	0.16460555
-1.18717e-16	-0.96939775	0.245494825
-1.15829e-16	-0.9458145	0.32470725
-1.1215e-16	-0.91577075	0.4017015
-1.07704e-16	-0.87947125	0.475952
-1.02523e-16	-0.8371645	0.54695125
-9.66417e-17	-0.789139	0.6142145
-9.01001e-17	-0.73572325	0.677282
-8.29431e-17	-0.677282	0.7357235
-7.52196e-17	-0.6142145	0.789139
-6.69822e-17	-0.54695125	0.8371645
-5.82873e-17	-0.475952	0.87947125
-4.91943e-17	-0.4017015	0.91577075
-3.97652e-17	-0.32470725	0.94581475
-3.00645e-17	-0.245494825	0.969398
-2.01584e-17	-0.16460555	0.98635925
-1.01146e-17	-0.082591925	0.9965835
0.0825919	-0.9965835	0
0.16460555	-0.9863595	0
0.245494825	-0.96939775	0
0.32470725	-0.9458145	0
0.4017015	-0.91577075	0
0.475952	-0.87947125	0
0.54695125	-0.8371645	0
0.6142145	-0.789139	0
0.677282	-0.73572325	0
0.7357235	-0.677282	0
0.789139	-0.6142145	0
0.8371645	-0.54695125	0
0.87947125	-0.475952	0
0.91577075	-0.4017015	0
0.94581475	-0.32470725	0
0.969398	-0.245494825	0
0.98635925	-0.16460555	0
0.9965835	-0.082591925	0
0.0825919	0	-0.9965835
0.16460555	0	-0.9863595
0.245494825	0	-0.96939775
0.32470725	0	-0.9458145
0.4017015	0	-0.91577075
0.475952	0	-0.87947125
0.54695125	0	-0.8371645
0.6142145	0	-0.789139
0.677282	0	-0.73572325
0.7357235	0	-0.677282
0.789139	0	-0.6142145
0.8371645	0	-0.54695125
0.87947125	0	-0.475952
0.91577075	0	-0.4017015
0.94581475	0	-0.32470725
0.969398	0	-0.245494825
0.98635925	0	-0.16460555
0.9965835	0	-0.082591925
0	0.9965835	-0.0825919
0	0.9863595	-0.16460555
0	0.96939775	-0.245494825
0	0.9458145	-0.32470725
0	0.91577075	-0.4017015
0	0.87947125	-0.475952
0	0.8371645	-0.54695125
0	0.789139	-0.6142145
0	0.73572325	-0.677282
0	0.677282	-0.7357235
0	0.6142145	-0.789139
0	0.54695125	-0.8371645
