125 21 20
9 8 126
127 123 115
129 31 30
26 25 130
115 123 132
119 129 133
139 32 31
25 24 140
141 123 118
16 15 142
120 118 142
17 16 143
114 116 134
123 141 132
143 118 123
140 130 25
31 129 139
139 129 119
127 143 123
28 27 135
137 22 21
21 125 137
136 119 122
126 136 122
141 118 120
120 138 141
119 136 139
122 131 126
16 142 118
16 118 143
145 144 121
115 132 146
147 144 131
121 144 148
154 27 26
135 27 154
156 29 28
9 126 157
157 126 131
30 29 158
159 116 114
11 10 145
147 148 144
132 121 148
129 30 158
117 128 155
155 133 117
155 122 119
133 155 119
154 26 130
130 134 154
135 154 116
154 134 116
158 133 129
133 158 117
10 9 157
145 10 157
131 144 157
145 157 144
148 146 132
121 132 138
141 138 132
131 122 155
128 153 155
131 155 147
147 155 153
159 114 149
8 7 136
8 136 126
163 162 149
13 12 164
138 120 164
164 12 138
164 120 13
20 19 165
165 19 124
161 163 149
114 161 149
149 162 159
18 124 19
127 124 18
147 153 148
165 125 20
150 125 165
165 124 150
156 28 135
158 29 156
160 117 156
158 156 117
120 14 13
14 120 142
135 116 160
160 156 135
160 116 159
114 134 151
128 117 160
152 115 146
150 124 152
163 152 146
150 152 161
161 152 163
151 137 125
166 134 130
151 134 166
167 12 11
167 121 138
138 12 167
168 148 153
153 162 168
146 148 168
169 114 151
161 114 169
163 146 168
163 168 162
167 11 145
121 167 145
166 130 140
140 137 166
166 137 151
150 161 169
169 125 150
151 125 169
17 143 127
127 18 17
153 128 162
162 128 159
159 128 160
170 124 127
170 115 152
152 124 170
127 115 170
171 22 137
137 140 171
23 22 171
172 1 23
24 1 172
140 24 172
23 171 172
172 171 140
173 136 7
139 136 173
173 7 6
174 0 14
174 142 15
15 0 174
14 142 174
175 2 32
32 139 175
6 2 175
173 6 175
173 175 139
46 45 190
180 177 191
193 27 28
176 185 194
196 185 176
196 191 177
197 192 179
201 184 178
203 50 49
43 42 204
34 33 207
183 182 207
201 178 181
186 201 181
199 179 192
187 199 192
197 179 193
197 176 194
192 197 194
45 44 202
30 31 205
205 180 191
49 48 200
49 200 203
177 180 200
203 200 180
25 26 198
198 183 25
195 38 37
198 179 199
199 182 183
183 198 199
204 206 181
180 205 203
209 194 185
211 210 184
212 187 188
189 210 213
178 184 214
214 202 178
184 201 215
192 194 216
28 29 218
204 181 219
219 43 204
220 195 37
188 195 220
182 199 222
222 199 187
196 177 213
196 213 185
214 184 210
190 214 210
209 216 194
222 187 212
214 190 45
202 214 45
44 43 219
44 219 202
219 181 178
202 219 178
209 185 211
211 185 213
211 213 210
221 47 46
46 190 221
210 189 221
210 221 190
220 37 36
36 212 220
220 212 188
216 188 187
187 192 216
188 216 208
223 195 188
208 223 188
193 28 218
184 215 211
209 211 215
189 217 221
217 177 200
48 217 200
221 217 47
48 47 217
189 213 177
189 177 217
224 205 31
203 205 224
225 27 193
225 179 198
193 179 225
226 36 35
212 36 226
26 27 225
26 225 198
212 226 222
224 31 32
206 41 40
209 208 216
209 215 208
35 34 226
226 207 182
222 226 182
226 34 207
227 218 29
196 176 228
228 191 196
32 2 229
50 203 229
229 2 50
230 3 41
230 204 42
42 3 230
231 1 24
33 1 231
232 176 197
224 32 229
224 229 203
230 41 206
204 230 206
228 176 232
231 183 207
207 33 231
232 197 193
193 218 232
227 29 30
30 205 227
201 186 223
215 201 223
215 223 208
24 25 183
183 231 24
205 191 228
228 227 205
228 218 227
228 232 218
233 206 40
234 223 186
195 223 234
233 186 181
206 233 181
38 195 234
233 40 39
38 234 39
233 39 186
186 39 234
42 43 241
64 63 248
250 45 46
252 240 241
255 249 237
237 252 256
240 252 257
257 252 237
259 242 236
261 68 67
61 60 262
265 241 240
265 52 51
259 236 239
244 259 239
257 237 249
245 257 249
255 237 250
256 44 45
43 44 256
43 252 241
252 43 256
63 62 260
48 49 263
67 66 258
67 258 261
235 238 258
261 258 238
45 250 256
256 250 237
253 56 55
262 264 239
238 263 261
267 251 243
269 268 242
270 245 246
247 268 271
236 242 272
272 260 236
249 251 273
242 259 274
46 47 276
262 239 277
277 61 262
240 257 278
278 257 245
279 253 55
246 253 279
281 3 42
51 3 281
42 241 281
254 235 271
254 271 243
272 242 268
248 272 268
278 245 270
265 51 281
265 281 241
272 248 63
260 272 63
62 61 277
62 277 260
277 239 236
260 277 236
267 243 269
269 243 271
269 271 268
280 65 64
64 248 280
268 247 280
268 280 248
279 55 54
54 270 279
279 270 246
273 246 245
245 249 273
246 273 266
282 253 246
266 282 246
250 46 276
255 250 276
242 274 269
267 269 274
247 275 280
275 235 258
66 275 258
280 275 65
66 65 275
247 271 235
247 235 275
283 263 49
261 263 283
284 54 53
270 54 284
270 284 278
283 49 50
264 59 58
266 251 267
273 251 266
267 274 266
53 52 284
240 284 265
278 284 240
284 52 265
255 276 285
286 276 47
287 249 255
251 249 287
50 2 289
68 261 289
289 2 68
290 4 59
290 262 60
60 4 290
283 50 289
283 289 261
290 59 264
262 290 264
286 47 48
48 263 286
288 286 263
259 244 282
274 259 282
274 282 266
238 235 288
263 238 288
254 288 235
291 264 58
292 282 244
253 282 292
291 244 239
264 291 239
56 253 292
291 58 57
56 292 57
291 57 244
244 57 292
285 276 286
254 285 288
285 286 288
287 243 251
254 243 287
254 287 285
285 287 255
10 11 307
300 297 308
309 305 298
310 63 64
294 303 311
293 309 311
313 303 294
313 308 297
314 309 298
318 302 296
320 6 7
13 14 321
298 305 322
324 316 301
318 296 299
304 318 299
314 294 311
309 314 311
315 298 322
315 62 63
11 12 319
66 67 323
323 300 308
7 8 317
7 317 320
297 300 317
320 317 300
316 61 62
315 316 62
301 316 322
315 322 316
63 310 315
312 74 73
321 325 299
300 323 320
324 60 61
316 324 61
293 311 326
326 311 303
302 327 328
329 327 303
296 302 330
330 319 296
331 318 295
302 318 331
64 65 333
334 312 73
321 299 336
336 13 321
337 322 305
301 322 337
339 4 60
69 4 339
60 324 339
313 297 329
313 329 303
330 302 328
307 330 328
330 307 11
319 330 11
12 13 336
12 336 319
336 299 296
319 336 296
326 303 327
329 306 328
327 329 328
338 9 10
10 307 338
328 306 338
328 338 307
334 73 72
310 64 333
306 332 338
332 297 317
8 332 317
338 332 9
8 9 332
331 295 293
326 331 293
302 331 327
326 327 331
306 329 297
306 297 332
340 323 67
320 323 340
343 337 305
310 333 344
345 314 298
345 315 310
298 315 345
345 310 344
314 345 344
340 67 68
342 301 337
335 344 333
325 77 76
342 70 69
324 301 342
342 339 324
342 69 339
72 71 341
72 341 334
341 337 343
346 333 65
335 333 346
347 294 314
347 344 335
314 344 347
323 308 348
349 337 341
342 337 349
341 71 349
14 0 351
351 0 77
351 321 14
352 2 6
68 2 352
6 320 352
313 294 353
353 308 313
348 308 353
348 353 335
349 71 70
342 349 70
340 68 352
340 352 320
351 77 325
321 351 325
353 294 347
335 353 347
346 65 66
66 323 346
335 346 348
348 346 323
350 309 293
305 309 350
343 305 350
354 325 76
355 293 295
350 293 355
295 318 356
356 318 304
354 304 299
325 354 299
354 76 75
343 334 341
354 75 304
355 295 312
312 334 355
350 355 343
355 334 343
304 75 356
312 295 356
74 312 356
74 356 75
20 21 368
369 80 81
358 366 370
93 94 372
373 88 89
375 366 358
376 372 361
94 95 382
383 87 88
362 366 384
385 15 16
385 362 363
386 16 17
377 359 357
375 384 366
366 362 386
88 373 383
382 372 94
361 372 382
366 386 370
378 90 91
21 22 380
380 368 21
365 361 379
365 379 369
363 362 384
384 381 363
382 379 361
369 374 365
362 385 16
386 362 16
364 387 388
389 375 358
374 387 390
391 387 364
89 90 397
397 90 378
91 92 399
400 369 81
374 369 400
401 92 93
357 359 402
388 82 83
387 391 390
391 364 375
401 93 372
398 371 360
360 376 398
361 365 398
361 398 376
373 89 397
397 377 373
359 397 378
359 377 397
372 376 401
360 401 376
400 81 82
400 82 388
400 387 374
387 400 388
375 389 391
381 375 364
375 381 384
398 365 374
398 396 371
390 398 374
396 398 390
392 357 402
379 79 80
369 379 80
392 405 406
407 84 85
407 363 381
381 84 407
85 363 407
408 19 20
367 19 408
392 406 404
392 404 357
402 405 392
19 367 18
18 367 370
391 396 390
20 368 408
408 368 393
393 367 408
378 91 399
399 92 401
399 360 403
360 399 401
85 86 363
385 363 86
403 359 378
378 399 403
402 359 403
394 377 357
403 360 371
389 358 395
395 367 393
389 395 406
404 395 393
406 395 404
368 380 394
373 377 409
409 377 394
83 84 410
381 364 410
410 84 381
396 391 411
411 405 396
411 391 389
394 357 412
412 357 404
411 389 406
405 411 406
388 83 410
388 410 364
383 373 409
409 380 383
394 380 409
412 404 393
393 368 412
412 368 394
370 386 17
17 18 370
405 371 396
402 371 405
403 371 402
370 367 413
395 358 413
413 367 395
413 358 370
380 22 414
414 383 380
414 22 23
23 1 415
415 1 87
415 87 383
415 414 23
383 414 415
79 379 416
416 379 382
78 79 416
15 385 417
86 0 417
417 385 86
417 0 15
95 5 418
418 382 95
418 5 78
418 78 416
382 418 416
433 99 100
434 422 425
424 431 435
91 90 436
437 429 421
437 435 419
421 429 439
422 434 439
424 435 440
423 428 444
103 104 446
447 96 97
448 431 424
427 442 450
426 423 444
426 444 430
437 421 440
437 440 435
448 424 441
90 89 441
445 98 99
449 94 93
434 425 449
443 102 103
446 443 103
443 425 422
425 443 446
89 88 442
89 442 441
448 442 427
442 448 441
441 436 90
37 38 438
426 451 447
446 449 425
88 87 450
88 450 442
452 437 419
429 437 452
454 453 428
429 453 455
456 428 423
423 445 456
420 444 457
457 444 428
459 92 91
37 438 460
462 426 447
447 97 462
431 448 463
463 448 427
465 1 33
465 450 87
87 1 465
455 422 439
429 455 439
454 428 456
454 456 433
99 433 456
99 456 445
462 97 98
445 462 98
423 426 462
423 462 445
453 429 452
454 432 455
454 455 453
100 101 464
464 433 100
464 432 454
433 464 454
36 37 460
459 91 436
464 458 432
443 422 458
443 458 102
101 458 464
458 101 102
419 420 457
419 457 452
453 457 428
457 453 452
422 455 432
458 422 432
94 449 466
466 449 446
431 463 469
470 459 436
424 440 471
436 441 471
471 441 424
470 436 471
470 471 440
95 94 466
463 427 468
459 470 461
40 41 451
33 34 468
468 427 450
450 465 468
465 33 468
467 35 36
460 467 36
469 463 467
92 459 472
472 459 461
440 421 473
461 470 473
473 470 440
474 434 449
467 463 475
475 463 468
475 35 467
477 5 95
477 446 104
104 5 477
41 3 478
96 447 478
478 3 96
479 421 439
439 434 479
479 434 474
461 479 474
34 35 475
34 475 468
477 95 466
446 477 466
451 41 478
451 478 447
473 421 479
473 479 461
93 92 472
472 449 93
474 472 461
449 472 474
419 435 476
476 435 431
476 431 469
40 451 480
420 419 481
481 419 476
482 444 420
430 444 482
426 430 480
426 480 451
39 40 480
467 460 469
430 39 480
438 420 481
481 460 438
469 481 476
469 460 481
482 39 430
482 420 438
482 438 38
39 482 38
497 108 109
498 484 487
100 99 500
501 492 483
483 492 503
484 498 503
486 499 504
485 491 508
112 113 510
511 105 106
514 51 52
514 489 490
488 485 508
488 508 493
499 486 506
499 506 494
500 486 504
501 483 504
501 504 499
509 107 108
512 103 102
498 487 512
507 111 112
510 507 112
507 487 484
487 507 510
505 98 97
97 490 505
55 56 502
506 486 505
490 489 506
506 505 490
488 513 511
510 512 487
492 501 516
491 517 518
495 494 519
520 517 496
521 491 485
485 509 521
522 508 491
523 501 499
525 101 100
526 488 511
511 106 526
55 502 527
527 502 495
529 506 489
494 506 529
520 484 503
492 520 503
517 491 521
517 521 497
501 523 516
519 494 529
108 497 521
108 521 509
526 106 107
509 526 107
485 488 526
485 526 509
518 492 516
520 492 518
517 520 518
109 110 528
528 497 109
528 496 517
497 528 517
54 55 527
527 519 54
495 519 527
494 495 523
523 499 494
515 523 495
495 502 530
495 530 515
525 100 500
518 522 491
522 518 516
528 524 496
507 484 524
507 524 111
110 524 528
524 110 111
484 520 496
524 484 496
103 512 531
531 512 510
500 99 532
505 486 532
532 486 500
53 54 533
533 54 519
532 99 98
505 532 98
529 533 519
104 103 531
58 59 513
523 515 516
515 522 516
533 52 53
489 514 533
489 533 529
514 52 533
101 525 534
535 483 503
503 498 535
536 5 104
536 510 113
113 5 536
59 4 537
105 511 537
537 4 105
538 3 51
96 3 538
504 483 539
536 104 531
510 536 531
513 59 537
513 537 511
539 483 535
514 490 538
538 51 514
500 504 539
539 525 500
102 101 534
534 512 102
530 493 508
530 508 522
515 530 522
490 97 96
96 538 490
535 498 512
512 534 535
534 525 535
525 539 535
58 513 540
493 530 541
541 530 502
488 493 540
488 540 513
541 502 56
57 58 540
57 541 56
493 57 540
541 57 493
556 83 82
557 544 547
109 108 559
560 551 542
542 551 562
544 557 562
545 558 563
543 550 567
79 78 569
570 86 85
573 69 70
573 548 549
546 543 567
546 567 552
558 545 565
558 565 553
559 545 563
560 542 563
560 563 558
568 84 83
571 112 111
557 547 571
566 80 79
569 566 79
566 547 544
547 566 569
564 107 106
106 549 564
73 74 561
565 545 564
549 548 565
565 564 549
546 572 570
569 571 547
551 560 575
550 576 577
554 553 578
579 576 555
580 550 543
543 568 580
581 567 550
582 560 558
584 110 109
585 546 570
570 85 585
73 561 586
586 561 554
588 565 548
553 565 588
579 544 562
551 579 562
576 550 580
576 580 556
560 582 575
578 553 588
83 556 580
83 580 568
585 85 84
568 585 84
543 546 585
543 585 568
577 551 575
579 551 577
576 579 577
82 81 587
587 556 82
587 555 576
556 587 576
72 73 586
586 578 72
554 578 586
553 554 582
582 558 553
574 582 554
554 561 589
554 589 574
584 109 559
577 581 550
581 577 575
587 583 555
566 544 583
566 583 80
81 583 587
583 81 80
544 579 555
583 544 555
112 571 590
590 571 569
559 108 591
564 545 591
591 545 559
71 72 592
592 72 578
591 108 107
564 591 107
588 592 578
113 112 590
76 77 572
582 574 575
574 581 575
592 70 71
548 573 592
548 592 588
573 70 592
110 584 593
594 542 562
562 557 594
77 0 595
86 570 595
595 0 86
78 5 596
596 5 113
596 569 78
597 4 69
105 4 597
563 542 598
596 113 590
569 596 590
572 77 595
572 595 570
598 542 594
573 549 597
597 69 573
559 563 598
598 584 559
111 110 593
593 571 111
589 552 567
589 567 581
574 589 581
549 106 105
105 597 549
594 557 571
571 593 594
593 584 594
584 598 594
76 572 599
552 589 600
600 589 561
546 552 599
546 599 572
600 561 74
75 76 599
75 600 74
552 75 599
600 75 552
